date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:23:38	10041/10041	---M-Z	200	added ('OK')	text/html	etag:%2202bedbb1747d51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/index.html	(from )
14:23:40	103/103	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202025%2007:23:39%20GMT	https://www.medicine.mcgill.ca/robots.txt		(from )
14:23:42	426995/426995	---M--	200	added ('OK')	image/jpeg	etag:%2243a91d55910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:44	281646/281646	---M--	200	added ('OK')	image/jpeg	etag:%22b9481d65910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4a.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4a.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:45	588412/588412	---M--	200	added ('OK')	image/jpeg	etag:%2245b4efd65910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4b.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4b.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:46	194754/194754	---M--	200	added ('OK')	image/jpeg	etag:%225bc440d75910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4c.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4c.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:47	236935/236935	---M--	200	added ('OK')	image/jpeg	etag:%2238c09dd75910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4d.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4d.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:49	796299/796299	---M--	200	added ('OK')	image/jpeg	etag:%22a127e9d85910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4e.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4e.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:50	600939/600939	---M--	200	added ('OK')	image/jpeg	etag:%22ff6cda5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4f.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4f.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:52	699358/699358	---M--	200	added ('OK')	image/jpeg	etag:%2213ab33db5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4g.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4g.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:52	476867/476867	---M--	200	added ('OK')	image/jpeg	etag:%22392cf7db5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4h.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4h.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:54	285044/285044	---M--	200	added ('OK')	image/jpeg	etag:%22499d69dc5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4i.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4i.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:55	271705/271705	---M--	200	added ('OK')	image/jpeg	etag:%22a349d7dc5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4j.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4j.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:56	353057/353057	---M--	200	added ('OK')	image/jpeg	etag:%2252b968dd5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4k.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4k.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:58	450365/450365	---M--	200	added ('OK')	image/jpeg	etag:%2217394bde5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4l.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4l.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:23:59	733612/733612	---M--	200	added ('OK')	image/jpeg	etag:%22e1a177df5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4m.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4m.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:24:00	13615/13615	---M-Z	200	added ('OK')	text/html	etag:%2286cdfbc1747d51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/SiteMap.html	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/SiteMap.html	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:24:00	228100/228100	---M--	200	added ('OK')	image/jpeg	etag:%22be9dd4df5910c51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4n.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/img/homepage/idea4n.jpg	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:24:02	396138/396138	---M--	200	added ('OK')	application/pdf	etag:%22e0e5dfbb1747d51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/pdf/ljcv.pdf	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/pdf/ljcv.pdf	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:24:03	12144/12144	---M-Z	200	added ('OK')	text/html	etag:%229dc072bc1747d51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/Research-Interests.html	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/Research-Interests.html	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:24:04	103/103	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202025%2007:24:03%20GMT	https://www.medicine.mcgill.ca/epidemiology/Joseph/Courses-Taught.html	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/Courses-Taught.13.delayed	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:24:05	12820/12820	---M-Z	200	added ('OK')	text/html	etag:%22b3b74fbd1747d51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-607/main.html	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-607/main.html	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
14:24:06	26155/26155	---M-Z	200	added ('OK')	text/html	etag:%222a3771bd1747d51:0%22	https://www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-613/main.html	/media/tuhocr/CLOUD1/TURTLE/meadow/joseph/www.medicine.mcgill.ca/epidemiology/Joseph/courses/EPIB-613/main.html	(from https://www.medicine.mcgill.ca/epidemiology/Joseph/index.html)
