date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:15:57	153/153	U-----	200	untouched ('OK')	text/plain	etag:%22ff3bf88ab2bbca1:0%22	http://www.bio.ic.ac.uk/robots.txt		(from )
16:15:58	4135/4135	U-----	200	untouched ('OK')	text/html	etag:%22b3538bffc43fd01:0%22	http://www.bio.ic.ac.uk/research/crawley/statistics/	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/index.html	(from )
16:15:59	3409/3409	U-----	200	untouched ('OK')	text/html	etag:%223778945ec73fd01:0%22	http://www.bio.ic.ac.uk/research/crawley/statistics/data.htm	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/data.html	(from http://www.bio.ic.ac.uk/research/crawley/statistics/)
16:15:59	4418/4418	U-----	200	untouched ('OK')	text/html	etag:%2213cadd86c43fd01:0%22	http://www.bio.ic.ac.uk/research/crawley/statistics/exercises.htm	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/exercises.html	(from http://www.bio.ic.ac.uk/research/crawley/statistics/)
16:15:59	4383/4383	U-----	200	untouched ('OK')	text/html	etag:%2229f472fdc63fd01:0%22	http://www.bio.ic.ac.uk/research/crawley/statistics/execode.htm	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/execode.html	(from http://www.bio.ic.ac.uk/research/crawley/statistics/)
16:16:00	1245/1245	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2028%20Feb%202025%2009:15:59%20GMT	http://www.bio.ic.ac.uk/research/crawley/statistics/execode/code%206.docx	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/execode/code%206.0.delayed	(from http://www.bio.ic.ac.uk/research/crawley/statistics/execode.htm)
16:16:01	15222642/15222642	U-----	200	untouched ('')	image/jpeg	etag:%228cb12e4ae3fd01:0%22	http://www.bio.ic.ac.uk/research/crawley/statistics/cover.jpg	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/cover.jpg	(from http://www.bio.ic.ac.uk/research/crawley/statistics/)
16:16:01	1410/1410	---M--	200	added ('OK')	image/gif	etag:%2220da34914ebec21:0%22	http://www.bio.ic.ac.uk/images/gifs/smalllogo.gif	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/images/gifs/smalllogo.html	(from http://www.bio.ic.ac.uk/research/crawley/statistics/)
16:16:03	58086/58086	---M--	200	added ('OK')	application/x-zip-compressed	etag:%22ab8f7aaa93fd01:0%22	http://www.bio.ic.ac.uk/research/crawley/statistics/data/zipped.zip	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/data/zipped.html	(from http://www.bio.ic.ac.uk/research/crawley/statistics/data.htm)
16:16:03	3409/3409	U--M-Z	200	updated ('OK')	text/html	etag:%2280717c5ec73fd01:0%22	http://www.bio.ic.ac.uk/research/crawley/statistics/data.htm	/media/tuhocr/CLOUD1/TURTLE/meadow/crawley/www.bio.ic.ac.uk/research/crawley/statistics/data.html	(from http://www.bio.ic.ac.uk/research/crawley/statistics/)
